date,path_1,path_1_count,path_1_uniques,path_2,path_2_count,path_2_uniques,path_3,path_3_count,path_3_uniques,path_4,path_4_count,path_4_uniques,path_5,path_5_count,path_5_uniques,path_6,path_6_count,path_6_uniques,path_7,path_7_count,path_7_uniques,path_8,path_8_count,path_8_uniques,path_9,path_9_count,path_9_uniques,path_10,path_10_count,path_10_uniques
2025-03-25,/lulunac27a/angular-clicker-game,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-26,/lulunac27a/angular-clicker-game,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-27,/lulunac27a/angular-clicker-game,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-28,/lulunac27a/angular-clicker-game,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-29,/lulunac27a/angular-clicker-game,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-30,/lulunac27a/angular-clicker-game,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,/lulunac27a/angular-clicker-game,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-01,/lulunac27a/angular-clicker-game,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-02,/lulunac27a/angular-clicker-game,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-03,/lulunac27a/angular-clicker-game,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-04,/lulunac27a/angular-clicker-game,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-05,/lulunac27a/angular-clicker-game,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,/lulunac27a/angular-clicker-game,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-29,/lulunac27a/angular-clicker-game,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,/lulunac27a/angular-clicker-game,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01,/lulunac27a/angular-clicker-game,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-02,/lulunac27a/angular-clicker-game,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03,/lulunac27a/angular-clicker-game,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-04,/lulunac27a/angular-clicker-game,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05,/lulunac27a/angular-clicker-game,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-06,/lulunac27a/angular-clicker-game,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07,/lulunac27a/angular-clicker-game,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-08,/lulunac27a/angular-clicker-game,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-09,/lulunac27a/angular-clicker-game,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-10,/lulunac27a/angular-clicker-game,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-11,/lulunac27a/angular-clicker-game,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-12,/lulunac27a/angular-clicker-game,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-13,/lulunac27a/angular-clicker-game,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14,/lulunac27a/angular-clicker-game,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-15,/lulunac27a/angular-clicker-game,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-16,/lulunac27a/angular-clicker-game,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-17,/lulunac27a/angular-clicker-game,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-18,/lulunac27a/angular-clicker-game,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-19,/lulunac27a/angular-clicker-game,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-20,/lulunac27a/angular-clicker-game,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-21,/lulunac27a/angular-clicker-game,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-24,/lulunac27a/angular-clicker-game,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-25,/lulunac27a/angular-clicker-game,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-26,/lulunac27a/angular-clicker-game,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-27,/lulunac27a/angular-clicker-game,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-28,/lulunac27a/angular-clicker-game,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-29,/lulunac27a/angular-clicker-game,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
